Time,Amplitude
10.02,1.32E-01
10.0205,1.36E-01
10.021,1.37E-01
10.0215,1.37E-01
10.022,1.35E-01
10.0225,1.31E-01
10.023,1.26E-01
10.0235,1.21E-01
10.024,1.15E-01
10.0245,1.09E-01
10.025,1.03E-01
10.0255,9.72E-02
10.026,9.14E-02
10.0265,8.58E-02
10.027,8.05E-02
10.0275,7.54E-02
10.028,7.06E-02
10.0285,6.62E-02
10.029,6.20E-02
10.0295,5.81E-02
10.03,5.45E-02
10.0305,5.12E-02
10.031,4.81E-02
10.0315,4.53E-02
10.032,4.28E-02
10.0325,4.05E-02
10.033,3.83E-02
10.0335,3.64E-02
10.034,3.47E-02
10.0345,3.32E-02
10.035,3.18E-02
10.0355,3.06E-02
10.036,2.96E-02
10.0365,2.87E-02
10.037,2.79E-02
10.0375,2.73E-02
10.038,2.68E-02
10.0385,2.64E-02
10.039,2.61E-02
10.0395,2.59E-02
10.04,2.58E-02
10.0405,2.58E-02
10.041,2.58E-02
10.0415,2.60E-02
10.042,2.63E-02
10.0425,2.66E-02
10.043,2.70E-02
10.0435,2.74E-02
10.044,2.80E-02
10.0445,2.86E-02
10.045,2.92E-02
10.0455,3.00E-02
10.046,3.07E-02
10.0465,3.16E-02
10.047,3.24E-02
10.0475,3.33E-02
10.048,3.43E-02
10.0485,3.53E-02
10.049,3.63E-02
10.0495,3.73E-02
10.05,3.83E-02
10.0505,3.93E-02
10.051,4.03E-02
10.0515,4.13E-02
10.052,4.22E-02
10.0525,4.30E-02
10.053,4.36E-02
10.0535,4.42E-02
10.054,4.45E-02
10.0545,4.45E-02
10.055,4.43E-02
10.0555,4.36E-02
10.056,4.24E-02
10.0565,4.05E-02
10.057,3.79E-02
10.0575,3.44E-02
10.058,2.99E-02
10.0585,2.41E-02
10.059,1.69E-02
10.0595,8.32E-03
10.06,-1.67E-03
10.0605,-1.28E-02
10.061,-2.46E-02
10.0615,-3.60E-02
10.062,-4.59E-02
10.0625,-5.29E-02
10.063,-5.55E-02
10.0635,-5.27E-02
10.064,-4.36E-02
10.0645,-2.74E-02
10.065,-3.34E-03
10.0655,3.07E-02
10.066,7.91E-02
10.0665,1.51E-01
10.067,2.64E-01
10.0675,4.30E-01
10.068,5.54E-01
10.0685,5.26E-01
10.069,4.30E-01
10.0695,3.38E-01
10.07,2.63E-01
10.0705,2.05E-01
10.071,1.60E-01
10.0715,1.25E-01
10.072,9.74E-02
10.0725,7.46E-02
10.073,5.57E-02
10.0735,3.95E-02
10.074,2.53E-02
10.0745,1.24E-02
10.075,2.24E-04
10.0755,-1.16E-02
10.076,-2.37E-02
10.0765,-3.65E-02
10.077,-5.05E-02
10.0775,-6.63E-02
10.078,-8.45E-02
10.0785,-1.06E-01
10.079,-1.30E-01
10.0795,-1.57E-01
10.08,-1.85E-01
10.0805,-2.12E-01
10.081,-2.36E-01
10.0815,-2.53E-01
10.082,-2.61E-01
10.0825,-2.61E-01
10.083,-2.55E-01
10.0835,-2.43E-01
10.084,-2.28E-01
10.0845,-2.10E-01
10.085,-1.92E-01
10.0855,-1.73E-01
10.086,-1.54E-01
10.0865,-1.36E-01
10.087,-1.18E-01
10.0875,-1.01E-01
10.088,-8.40E-02
10.0885,-6.79E-02
10.089,-5.23E-02
10.0895,-3.70E-02
10.09,-2.19E-02
10.0905,-7.01E-03
10.091,7.77E-03
10.0915,2.25E-02
10.092,3.71E-02
10.0925,5.15E-02
10.093,6.57E-02
10.0935,7.94E-02
10.094,9.23E-02
10.0945,1.04E-01
10.095,1.14E-01
10.0955,1.23E-01
10.096,1.29E-01
10.0965,1.34E-01
10.097,1.36E-01
10.0975,1.36E-01
10.098,1.34E-01
10.0985,1.31E-01
10.099,1.27E-01
10.0995,1.22E-01
10.1,1.16E-01
10.1005,1.10E-01
10.101,1.04E-01
10.1015,9.86E-02
10.102,9.27E-02
10.1025,8.71E-02
10.103,8.18E-02
10.1035,7.67E-02
10.104,7.18E-02
10.1045,6.73E-02
10.105,6.31E-02
10.1055,5.92E-02
10.106,5.56E-02
10.1065,5.23E-02
10.107,4.92E-02
10.1075,4.64E-02
10.108,4.38E-02
10.1085,4.15E-02
10.109,3.94E-02
10.1095,3.75E-02
10.11,3.58E-02
10.1105,3.42E-02
10.111,3.29E-02
10.1115,3.17E-02
10.112,3.07E-02
10.1125,2.98E-02
10.113,2.91E-02
10.1135,2.85E-02
10.114,2.80E-02
10.1145,2.76E-02
10.115,2.74E-02
10.1155,2.72E-02
10.116,2.72E-02
10.1165,2.72E-02
10.117,2.73E-02
10.1175,2.76E-02
10.118,2.79E-02
10.1185,2.83E-02
10.119,2.87E-02
10.1195,2.92E-02
10.12,2.98E-02
10.1205,3.05E-02
10.121,3.12E-02
10.1215,3.20E-02
10.122,3.28E-02
10.1225,3.36E-02
10.123,3.45E-02
10.1235,3.55E-02
10.124,3.64E-02
10.1245,3.74E-02
10.125,3.83E-02
10.1255,3.92E-02
10.126,4.01E-02
10.1265,4.10E-02
10.127,4.17E-02
10.1275,4.23E-02
10.128,4.28E-02
10.1285,4.30E-02
10.129,4.30E-02
10.1295,4.27E-02
10.13,4.19E-02
10.1305,4.06E-02
10.131,3.87E-02
10.1315,3.60E-02
10.132,3.24E-02
10.1325,2.77E-02
10.133,2.18E-02
10.1335,1.45E-02
10.134,5.90E-03
10.1345,-4.05E-03
10.135,-1.50E-02
10.1355,-2.64E-02
10.136,-3.73E-02
10.1365,-4.64E-02
10.137,-5.25E-02
10.1375,-5.40E-02
10.138,-5.01E-02
10.1385,-3.98E-02
10.139,-2.25E-02
10.1395,2.93E-03
10.14,3.87E-02
10.1405,8.98E-02
10.141,1.66E-01
10.1415,2.87E-01
10.142,4.53E-01
10.1425,5.54E-01
10.143,5.11E-01
10.1435,4.14E-01
10.144,3.25E-01
10.1445,2.53E-01
10.145,1.97E-01
10.1455,1.54E-01
10.146,1.21E-01
10.1465,9.37E-02
10.147,7.15E-02
10.1475,5.30E-02
10.148,3.71E-02
10.1485,2.30E-02
10.149,1.01E-02
10.1495,-2.15E-03
10.15,-1.43E-02
10.1505,-2.69E-02
10.151,-4.04E-02
10.1515,-5.54E-02
10.152,-7.25E-02
10.1525,-9.24E-02
10.153,-1.15E-01
10.1535,-1.42E-01
10.154,-1.71E-01
10.1545,-2.00E-01
10.155,-2.27E-01
10.1555,-2.48E-01
10.156,-2.61E-01
10.1565,-2.65E-01
10.157,-2.62E-01
10.1575,-2.52E-01
10.158,-2.38E-01
10.1585,-2.21E-01
10.159,-2.02E-01
10.1595,-1.83E-01
10.16,-1.64E-01
10.1605,-1.45E-01
10.161,-1.27E-01
10.1615,-1.09E-01
10.162,-9.22E-02
10.1625,-7.57E-02
10.163,-5.97E-02
10.1635,-4.40E-02
10.164,-2.87E-02
10.1645,-1.35E-02
10.165,1.48E-03
10.1655,1.64E-02
10.166,3.13E-02
10.1665,4.60E-02
10.167,6.05E-02
10.1675,7.47E-02
10.168,8.81E-02
10.1685,1.01E-01
10.169,1.12E-01
10.1695,1.21E-01
10.17,1.29E-01
10.1705,1.34E-01
10.171,1.37E-01
10.1715,1.37E-01
10.172,1.36E-01
10.1725,1.34E-01
10.173,1.30E-01
10.1735,1.25E-01
10.174,1.19E-01
10.1745,1.14E-01
10.175,1.08E-01
10.1755,1.02E-01
10.176,9.56E-02
10.1765,8.98E-02
10.177,8.43E-02
10.1775,7.90E-02
10.178,7.40E-02
10.1785,6.93E-02
10.179,6.49E-02
10.1795,6.09E-02
10.18,5.71E-02
10.1805,5.35E-02
10.181,5.03E-02
10.1815,4.73E-02
10.182,4.46E-02
10.1825,4.21E-02
10.183,3.98E-02
10.1835,3.78E-02
10.184,3.59E-02
10.1845,3.43E-02
10.185,3.28E-02
10.1855,3.15E-02
10.186,3.03E-02
10.1865,2.93E-02
10.187,2.85E-02
10.1875,2.77E-02
10.188,2.71E-02
10.1885,2.66E-02
10.189,2.63E-02
10.1895,2.60E-02
10.19,2.58E-02
10.1905,2.58E-02
10.191,2.58E-02
10.1915,2.59E-02
10.192,2.61E-02
10.1925,2.63E-02
10.193,2.67E-02
10.1935,2.71E-02
10.194,2.76E-02
10.1945,2.82E-02
10.195,2.88E-02
10.1955,2.94E-02
10.196,3.02E-02
10.1965,3.10E-02
10.197,3.18E-02
10.1975,3.27E-02
10.198,3.36E-02
10.1985,3.46E-02
10.199,3.56E-02
10.1995,3.66E-02
10.2,3.76E-02
10.2005,3.86E-02
10.201,3.96E-02
10.2015,4.06E-02
10.202,4.15E-02
10.2025,4.24E-02
10.203,4.32E-02
10.2035,4.38E-02
10.204,4.43E-02
10.2045,4.45E-02
10.205,4.45E-02
10.2055,4.41E-02
10.206,4.33E-02
10.2065,4.19E-02
10.207,3.98E-02
10.2075,3.70E-02
10.208,3.32E-02
10.2085,2.83E-02
10.209,2.21E-02
10.2095,1.45E-02
10.21,5.50E-03
10.2105,-4.87E-03
10.211,-1.63E-02
10.2115,-2.80E-02
10.212,-3.92E-02
10.2125,-4.84E-02
10.213,-5.42E-02
10.2135,-5.53E-02
10.214,-5.07E-02
10.2145,-3.96E-02
10.215,-2.12E-02
10.2155,5.58E-03
10.216,4.33E-02
10.2165,9.73E-02
10.217,1.79E-01
10.2175,3.09E-01
10.218,4.79E-01
10.2185,5.60E-01
10.219,5.00E-01
10.2195,4.01E-01
10.22,3.14E-01
10.2205,2.44E-01
10.221,1.91E-01
10.2215,1.49E-01
10.222,1.16E-01
10.2225,9.02E-02
10.223,6.87E-02
10.2235,5.06E-02
10.224,3.51E-02
10.2245,2.13E-02
10.225,8.70E-03
10.2255,-3.30E-03
10.226,-1.52E-02
10.2265,-2.74E-02
10.227,-4.05E-02
10.2275,-5.50E-02
10.228,-7.14E-02
10.2285,-9.04E-02
10.229,-1.12E-01
10.2295,-1.37E-01
10.23,-1.65E-01
10.2305,-1.93E-01
10.231,-2.20E-01
10.2315,-2.42E-01
10.232,-2.56E-01
10.2325,-2.62E-01
10.233,-2.60E-01
10.2335,-2.52E-01
10.234,-2.39E-01
10.2345,-2.23E-01
10.235,-2.05E-01
10.2355,-1.86E-01
10.236,-1.67E-01
10.2365,-1.48E-01
10.237,-1.30E-01
10.2375,-1.13E-01
10.238,-9.57E-02
10.2385,-7.92E-02
10.239,-6.32E-02
10.2395,-4.77E-02
10.24,-3.25E-02
10.2405,-1.75E-02
10.241,-2.60E-03
10.2415,1.22E-02
10.242,2.68E-02
10.2425,4.14E-02
10.243,5.58E-02
10.2435,6.98E-02
10.244,8.33E-02
10.2445,9.60E-02
10.245,1.07E-01
10.2455,1.17E-01
10.246,1.25E-01
10.2465,1.31E-01
10.247,1.35E-01
10.2475,1.36E-01
10.248,1.36E-01
10.2485,1.33E-01
10.249,1.30E-01
10.2495,1.25E-01
10.25,1.20E-01
10.2505,1.15E-01
10.251,1.09E-01
10.2515,1.03E-01
10.252,9.68E-02
10.2525,9.10E-02
10.253,8.55E-02
10.2535,8.02E-02
10.254,7.52E-02
10.2545,7.05E-02
10.255,6.61E-02
10.2555,6.19E-02
10.256,5.81E-02
10.2565,5.46E-02
10.257,5.13E-02
10.2575,4.83E-02
10.258,4.56E-02
10.2585,4.31E-02
10.259,4.08E-02
10.2595,3.88E-02
10.26,3.69E-02
10.2605,3.53E-02
10.261,3.38E-02
10.2615,3.25E-02
10.262,3.14E-02
10.2625,3.04E-02
10.263,2.96E-02
10.2635,2.89E-02
10.264,2.83E-02
10.2645,2.79E-02
10.265,2.75E-02
10.2655,2.73E-02
10.266,2.72E-02
10.2665,2.72E-02
10.267,2.72E-02
10.2675,2.74E-02
10.268,2.76E-02
10.2685,2.80E-02
10.269,2.84E-02
10.2695,2.88E-02
10.27,2.94E-02
10.2705,3.00E-02
10.271,3.07E-02
10.2715,3.14E-02
10.272,3.22E-02
10.2725,3.30E-02
10.273,3.39E-02
10.2735,3.48E-02
10.274,3.57E-02
10.2745,3.67E-02
10.275,3.76E-02
10.2755,3.86E-02
10.276,3.95E-02
10.2765,4.04E-02
10.277,4.12E-02
10.2775,4.19E-02
10.278,4.25E-02
10.2785,4.29E-02
10.279,4.31E-02
10.2795,4.30E-02
10.28,4.25E-02
10.2805,4.16E-02
10.281,4.01E-02
10.2815,3.80E-02
10.282,3.51E-02
10.2825,3.12E-02
10.283,2.61E-02
10.2835,1.99E-02
10.284,1.22E-02
10.2845,3.21E-03
10.285,-7.07E-03
10.2855,-1.82E-02
10.286,-2.96E-02
10.2865,-4.01E-02
10.287,-4.85E-02
10.2875,-5.34E-02
10.288,-5.35E-02
10.2885,-4.78E-02
10.289,-3.56E-02
10.2895,-1.62E-02
10.29,1.19E-02
10.2905,5.13E-02
10.291,1.08E-01
10.2915,1.95E-01
10.292,3.31E-01
10.2925,4.96E-01
10.293,5.54E-01
10.2935,4.85E-01
10.294,3.87E-01
10.2945,3.03E-01
10.295,2.36E-01
10.2955,1.84E-01
10.296,1.44E-01
10.2965,1.12E-01
10.297,8.69E-02
10.2975,6.60E-02
10.298,4.83E-02
10.2985,3.30E-02
10.299,1.93E-02
10.2995,6.61E-03
10.3,-5.58E-03
10.3005,-1.78E-02
10.301,-3.06E-02
10.3015,-4.44E-02
10.302,-6.00E-02
10.3025,-7.79E-02
10.303,-9.86E-02
10.3035,-1.23E-01
10.304,-1.50E-01
10.3045,-1.79E-01
10.305,-2.08E-01
10.3055,-2.33E-01
10.306,-2.53E-01
10.3065,-2.63E-01
10.307,-2.65E-01
10.3075,-2.60E-01
10.308,-2.48E-01
10.3085,-2.33E-01
10.309,-2.16E-01
10.3095,-1.97E-01
10.31,-1.78E-01
10.3105,-1.59E-01
10.311,-1.40E-01
10.3115,-1.22E-01
10.312,-1.04E-01
10.3125,-8.75E-02
10.313,-7.11E-02
10.3135,-5.52E-02
10.314,-3.97E-02
10.3145,-2.44E-02
10.315,-9.29E-03
10.3155,5.69E-03
10.316,2.06E-02
10.3165,3.54E-02
10.317,5.01E-02
10.3175,6.46E-02
10.318,7.85E-02
10.3185,9.18E-02
10.319,1.04E-01
10.3195,1.15E-01
10.32,1.23E-01
10.3205,1.30E-01
10.321,1.35E-01
10.3215,1.37E-01
10.322,1.37E-01
10.3225,1.36E-01
10.323,1.33E-01
10.3235,1.28E-01
10.324,1.23E-01
10.3245,1.18E-01
10.325,1.12E-01
10.3255,1.06E-01
10.326,9.98E-02
10.3265,9.39E-02
10.327,8.82E-02
10.3275,8.28E-02
10.328,7.76E-02
10.3285,7.27E-02
10.329,6.81E-02
10.3295,6.38E-02
10.33,5.98E-02
10.3305,5.60E-02
10.331,5.26E-02
10.3315,4.94E-02
10.332,4.65E-02
10.3325,4.39E-02
10.333,4.14E-02
10.3335,3.92E-02
10.334,3.73E-02
10.3345,3.55E-02
10.335,3.38E-02
10.3355,3.24E-02
10.336,3.11E-02
10.3365,3.00E-02
10.337,2.91E-02
10.3375,2.82E-02
10.338,2.76E-02
10.3385,2.70E-02
10.339,2.65E-02
10.3395,2.62E-02
10.34,2.59E-02
10.3405,2.58E-02
10.341,2.58E-02
10.3415,2.58E-02
10.342,2.59E-02
10.3425,2.62E-02
10.343,2.64E-02
10.3435,2.68E-02
10.344,2.73E-02
10.3445,2.78E-02
10.345,2.83E-02
10.3455,2.90E-02
10.346,2.97E-02
10.3465,3.04E-02
10.347,3.12E-02
10.3475,3.21E-02
10.348,3.30E-02
10.3485,3.39E-02
10.349,3.49E-02
10.3495,3.58E-02
10.35,3.69E-02
10.3505,3.79E-02
10.351,3.89E-02
10.3515,3.99E-02
10.352,4.09E-02
10.3525,4.18E-02
10.353,4.26E-02
10.3535,4.34E-02
10.354,4.40E-02
10.3545,4.44E-02
10.355,4.45E-02
10.3555,4.44E-02
10.356,4.39E-02
10.3565,4.29E-02
10.357,4.13E-02
10.3575,3.91E-02
10.358,3.60E-02
10.3585,3.19E-02
10.359,2.66E-02
10.3595,2.00E-02
10.36,1.20E-02
10.3605,2.56E-03
10.361,-8.16E-03
10.3615,-1.97E-02
10.362,-3.14E-02
10.3625,-4.22E-02
10.363,-5.05E-02
10.3635,-5.51E-02
10.364,-5.46E-02
10.3645,-4.81E-02
10.365,-3.49E-02
10.3655,-1.42E-02
10.366,1.54E-02
10.3665,5.72E-02
10.367,1.18E-01
10.3675,2.12E-01
10.368,3.58E-01
10.3685,5.20E-01
10.369,5.52E-01
10.3695,4.71E-01
10.37,3.74E-01
10.3705,2.91E-01
10.371,2.27E-01
10.3715,1.77E-01
10.372,1.39E-01
10.3725,1.08E-01
10.373,8.34E-02
10.3735,6.30E-02
10.374,4.58E-02
10.3745,3.09E-02
10.375,1.75E-02
10.3755,5.11E-03
10.376,-6.80E-03
10.3765,-1.87E-02
10.377,-3.12E-02
10.3775,-4.46E-02
10.378,-5.96E-02
10.3785,-7.68E-02
10.379,-9.66E-02
10.3795,-1.20E-01
10.38,-1.45E-01
10.3805,-1.73E-01
10.381,-2.02E-01
10.3815,-2.27E-01
10.382,-2.47E-01
10.3825,-2.59E-01
10.383,-2.62E-01
10.3835,-2.58E-01
10.384,-2.48E-01
10.3845,-2.34E-01
10.385,-2.17E-01
10.3855,-1.99E-01
10.386,-1.80E-01
10.3865,-1.62E-01
10.387,-1.43E-01
10.3875,-1.25E-01
10.388,-1.08E-01
10.3885,-9.07E-02
10.389,-7.44E-02
10.3895,-5.86E-02
10.39,-4.31E-02
10.3905,-2.80E-02
10.391,-1.30E-02
10.3915,1.80E-03
10.392,1.65E-02
10.3925,3.12E-02
10.393,4.57E-02
10.3935,6.00E-02
10.394,7.39E-02
10.3945,8.72E-02
10.395,9.95E-02
10.3955,1.10E-01
10.396,1.20E-01
10.3965,1.27E-01
10.397,1.32E-01
10.3975,1.35E-01
10.398,1.36E-01
10.3985,1.35E-01
10.399,1.33E-01
10.3995,1.29E-01
10.4,1.24E-01
10.4005,1.19E-01
10.401,1.13E-01
10.4015,1.07E-01
10.402,1.01E-01
10.4025,9.51E-02
10.403,8.94E-02
10.4035,8.39E-02
10.404,7.87E-02
10.4045,7.38E-02
10.405,6.91E-02
10.4055,6.48E-02
10.406,6.08E-02
10.4065,5.70E-02
10.407,5.36E-02
10.4075,5.04E-02
10.408,4.75E-02
10.4085,4.48E-02
10.409,4.24E-02
10.4095,4.02E-02
10.41,3.82E-02
10.4105,3.64E-02
10.411,3.48E-02
10.4115,3.34E-02
10.412,3.22E-02
10.4125,3.11E-02
10.413,3.02E-02
10.4135,2.94E-02
10.414,2.87E-02
10.4145,2.82E-02
10.415,2.77E-02
10.4155,2.74E-02
10.416,2.73E-02
10.4165,2.72E-02
10.417,2.72E-02
10.4175,2.73E-02
10.418,2.75E-02
10.4185,2.77E-02
10.419,2.81E-02
10.4195,2.85E-02
10.42,2.90E-02
10.4205,2.96E-02
10.421,3.02E-02
10.4215,3.09E-02
10.422,3.16E-02
10.4225,3.24E-02
10.423,3.33E-02
10.4235,3.42E-02
10.424,3.51E-02
10.4245,3.60E-02
10.425,3.70E-02
10.4255,3.79E-02
10.426,3.89E-02
10.4265,3.98E-02
10.427,4.06E-02
10.4275,4.14E-02
10.428,4.21E-02
10.4285,4.26E-02
10.429,4.30E-02
10.4295,4.31E-02
10.43,4.29E-02
10.4305,4.23E-02
10.431,4.12E-02
10.4315,3.96E-02
10.432,3.73E-02
10.4325,3.41E-02
10.433,2.99E-02
10.4335,2.45E-02
10.434,1.79E-02
10.4345,9.82E-03
10.435,4.14E-04
10.4355,-1.02E-02
10.436,-2.15E-02
10.4365,-3.27E-02
10.437,-4.28E-02
10.4375,-5.03E-02
10.438,-5.40E-02
10.4385,-5.25E-02
10.439,-4.51E-02
10.4395,-3.09E-02
10.44,-9.19E-03
10.4405,2.17E-02
10.441,6.53E-02
10.4415,1.29E-01
10.442,2.28E-01
10.4425,3.79E-01
10.443,5.29E-01
10.4435,5.42E-01
10.444,4.57E-01
10.4445,3.61E-01
10.445,2.82E-01
10.4455,2.20E-01
10.446,1.72E-01
10.4465,1.34E-01
10.447,1.05E-01
10.4475,8.06E-02
10.448,6.07E-02
10.4485,4.37E-02
10.449,2.89E-02
10.4495,1.56E-02
10.45,3.12E-03
10.4505,-9.02E-03
10.451,-2.13E-02
10.4515,-3.44E-02
10.452,-4.86E-02
10.4525,-6.48E-02
10.453,-8.34E-02
10.4535,-1.05E-01
10.454,-1.30E-01
10.4545,-1.58E-01
10.455,-1.87E-01
10.4555,-2.16E-01
10.456,-2.40E-01
10.4565,-2.56E-01
10.457,-2.65E-01
10.4575,-2.64E-01
10.458,-2.57E-01
10.4585,-2.45E-01
10.459,-2.29E-01
10.4595,-2.11E-01
10.46,-1.92E-01
10.4605,-1.72E-01
10.461,-1.53E-01
10.4615,-1.35E-01
10.462,-1.17E-01
10.4625,-9.96E-02
10.463,-8.28E-02
10.4635,-6.66E-02
10.464,-5.08E-02
10.4645,-3.53E-02
10.465,-2.01E-02
10.4655,-5.06E-03
10.466,9.90E-03
10.4665,2.48E-02
10.467,3.96E-02
10.4675,5.42E-02
10.468,6.85E-02
10.4685,8.23E-02
10.469,9.53E-02
10.4695,1.07E-01
10.47,1.17E-01
10.4705,1.26E-01
10.471,1.32E-01
10.4715,1.36E-01
10.472,1.37E-01
10.4725,1.37E-01
10.473,1.35E-01
10.4735,1.32E-01
10.474,1.27E-01
10.4745,1.22E-01
10.475,1.16E-01
10.4755,1.10E-01
10.476,1.04E-01
10.4765,9.81E-02
10.477,9.23E-02
10.4775,8.67E-02
10.478,8.13E-02
10.4785,7.62E-02
10.479,7.13E-02
10.4795,6.68E-02
10.48,6.26E-02
10.4805,5.87E-02
10.481,5.50E-02
10.4815,5.17E-02
10.482,4.86E-02
10.4825,4.58E-02
10.483,4.32E-02
10.4835,4.08E-02
10.484,3.87E-02
10.4845,3.67E-02
10.485,3.50E-02
10.4855,3.34E-02
10.486,3.20E-02
10.4865,3.08E-02
10.487,2.98E-02
10.4875,2.88E-02
10.488,2.80E-02
10.4885,2.74E-02
10.489,2.68E-02
10.4895,2.64E-02
10.49,2.61E-02
10.4905,2.59E-02
10.491,2.58E-02
10.4915,2.58E-02
10.492,2.58E-02
10.4925,2.60E-02
10.493,2.62E-02
10.4935,2.65E-02
10.494,2.69E-02
10.4945,2.74E-02
10.495,2.79E-02
10.4955,2.85E-02
10.496,2.92E-02
10.4965,2.99E-02
10.497,3.06E-02
10.4975,3.15E-02
10.498,3.23E-02
10.4985,3.32E-02
10.499,3.42E-02
10.4995,3.51E-02
10.5,3.61E-02
10.5005,3.72E-02
10.501,3.82E-02
10.5015,3.92E-02
10.502,4.02E-02
10.5025,4.11E-02
10.503,4.20E-02
10.5035,4.29E-02
10.504,4.36E-02
10.5045,4.41E-02
10.505,4.44E-02
10.5055,4.45E-02
10.506,4.43E-02
10.5065,4.36E-02
10.507,4.25E-02
10.5075,4.07E-02
10.508,3.82E-02
10.5085,3.49E-02
10.509,3.04E-02
10.5095,2.48E-02
10.51,1.78E-02
10.5105,9.34E-03
10.511,-4.98E-04
10.5115,-1.15E-02
10.512,-2.32E-02
10.5125,-3.48E-02
10.513,-4.49E-02
10.5135,-5.23E-02
10.514,-5.55E-02
10.5145,-5.33E-02
10.515,-4.49E-02
10.5155,-2.96E-02
10.516,-6.46E-03
10.5165,2.63E-02
10.517,7.28E-02
10.5175,1.41E-01
10.518,2.49E-01
10.5185,4.10E-01
10.519,5.47E-01
10.5195,5.34E-01
10.52,4.42E-01
10.5205,3.47E-01
10.521,2.70E-01
10.5215,2.11E-01
10.522,1.65E-01
10.5225,1.29E-01
10.523,1.00E-01
10.5235,7.70E-02
10.524,5.76E-02
10.5245,4.12E-02
10.525,2.68E-02
10.5255,1.37E-02
10.526,1.55E-03
10.5265,-1.03E-02
10.527,-2.23E-02
10.5275,-3.50E-02
10.528,-4.89E-02
10.5285,-6.45E-02
10.529,-8.24E-02
10.5295,-1.03E-01
10.53,-1.27E-01
10.5305,-1.54E-01
10.531,-1.82E-01
10.5315,-2.10E-01
10.532,-2.34E-01
10.5325,-2.51E-01
10.533,-2.60E-01
10.5335,-2.62E-01
10.534,-2.56E-01
10.5345,-2.44E-01
10.535,-2.29E-01
10.5355,-2.12E-01
10.536,-1.94E-01
10.5365,-1.75E-01
10.537,-1.56E-01
10.5375,-1.38E-01
10.538,-1.20E-01
10.5385,-1.02E-01
10.539,-8.58E-02
10.5395,-6.97E-02
10.54,-5.39E-02
10.5405,-3.86E-02
10.541,-2.35E-02
10.5415,-8.59E-03
10.542,6.20E-03
10.5425,2.09E-02
10.543,3.55E-02
10.5435,5.00E-02
10.544,6.42E-02
10.5445,7.80E-02
10.545,9.10E-02
10.5455,1.03E-01
10.546,1.13E-01
10.5465,1.22E-01
10.547,1.29E-01
10.5475,1.33E-01
10.548,1.36E-01
10.5485,1.36E-01
10.549,1.35E-01
10.5495,1.32E-01
10.55,1.27E-01
10.5505,1.22E-01
10.551,1.17E-01
10.5515,1.11E-01
10.552,1.05E-01
10.5525,9.92E-02
10.553,9.34E-02
10.5535,8.77E-02
10.554,8.23E-02
10.5545,7.72E-02
10.555,7.23E-02
10.5555,6.78E-02
10.556,6.36E-02
10.5565,5.96E-02
10.557,5.60E-02
10.5575,5.26E-02
10.558,4.95E-02
10.5585,4.67E-02
10.559,4.41E-02
10.5595,4.17E-02
10.56,3.96E-02
10.5605,3.77E-02
10.561,3.59E-02
10.5615,3.44E-02
10.562,3.30E-02
10.5625,3.18E-02
10.563,3.08E-02
10.5635,2.99E-02
10.564,2.91E-02
10.5645,2.85E-02
10.565,2.80E-02
10.5655,2.76E-02
10.566,2.74E-02
10.5665,2.72E-02
10.567,2.71E-02
10.5675,2.72E-02
10.568,2.73E-02
10.5685,2.75E-02
10.569,2.78E-02
10.5695,2.82E-02
10.57,2.86E-02
10.5705,2.91E-02
10.571,2.97E-02
10.5715,3.04E-02
10.572,3.11E-02
10.5725,3.19E-02
10.573,3.27E-02
10.5735,3.35E-02
10.574,3.44E-02
10.5745,3.53E-02
10.575,3.63E-02
10.5755,3.72E-02
10.576,3.82E-02
10.5765,3.91E-02
10.577,4.00E-02
10.5775,4.09E-02
10.578,4.16E-02
10.5785,4.23E-02
10.579,4.28E-02
10.5795,4.30E-02
10.58,4.31E-02
10.5805,4.28E-02
10.581,4.21E-02
10.5815,4.09E-02
10.582,3.90E-02
10.5825,3.65E-02
10.583,3.30E-02
10.5835,2.85E-02
10.584,2.28E-02
10.5845,1.57E-02
10.585,7.29E-03
10.5855,-2.48E-03
10.586,-1.33E-02
10.5865,-2.47E-02
10.587,-3.58E-02
10.5875,-4.53E-02
10.588,-5.18E-02
10.5885,-5.41E-02
10.589,-5.10E-02
10.5895,-4.18E-02
10.59,-2.56E-02
10.5905,-1.47E-03
10.591,3.26E-02
10.5915,8.09E-02
10.592,1.53E-01
10.5925,2.65E-01
10.593,4.28E-01
10.5935,5.49E-01
10.594,5.23E-01
10.5945,4.29E-01
10.595,3.37E-01
10.5955,2.63E-01
10.596,2.05E-01
10.5965,1.60E-01
10.597,1.25E-01
10.5975,9.73E-02
10.598,7.46E-02
10.5985,5.56E-02
10.599,3.94E-02
10.5995,2.50E-02
10.6,1.20E-02
10.6005,-3.32E-04
10.601,-1.25E-02
10.6015,-2.49E-02
10.602,-3.83E-02
10.6025,-5.30E-02
10.603,-6.98E-02
10.6035,-8.92E-02
10.604,-1.12E-01
10.6045,-1.38E-01
10.605,-1.66E-01
10.6055,-1.95E-01
10.606,-2.23E-01
10.6065,-2.45E-01
10.607,-2.60E-01
10.6075,-2.65E-01
10.608,-2.63E-01
10.6085,-2.54E-01
10.609,-2.40E-01
10.6095,-2.24E-01
10.61,-2.05E-01
10.6105,-1.86E-01
10.611,-1.67E-01
10.6115,-1.48E-01
10.612,-1.30E-01
10.6125,-1.12E-01
10.613,-9.48E-02
10.6135,-7.82E-02
